origin,destination,mode,commodity,vehicle_or_aircraft_type,distance_km,cargo_weight_tonnes,tonne_km,cost_inr,time_hours,co2_kg,environmental_cost_inr,emission_factor_kgco2_per_tkm,base_rate_inr_per_tkm,distance_source
Ahmedabad,Bengaluru,Road,Containerized Goods,25-40t,1608.2,20,32163.2,76002.21,38.13,1286.53,9183.23,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Bengaluru,Rail,Containerized Goods,Freight Rake,1802,20,36040,63919.14,41.66,382.02,2726.89,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahmedabad Bangalore Express)
Ahmedabad,Bengaluru,Air,Containerized Goods,Belly Cargo (Domestic),1298.9,20,25977.9,424827.65,6.81,41045.14,292980.23,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Bengaluru,Road,Containerized Goods,>40t,1608.2,50,80407.9,202451.3,39.45,3216.32,22958.07,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Bengaluru,Rail,Containerized Goods,Freight Rake,1802,50,90100,150218.82,42.32,955.06,6817.22,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahmedabad Bangalore Express)
Ahmedabad,Bengaluru,Air,Containerized Goods,Belly Cargo (Domestic),1298.9,50,64944.8,1063882.81,6.63,102612.86,732450.58,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Bengaluru,Road,General Goods,12-16t,1608.2,5,8040.8,22643.56,43.29,402.04,2869.76,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Bengaluru,Rail,General Goods,Freight Rake,1802,5,9010,12707.51,40.09,95.51,681.72,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahmedabad Bangalore Express)
Ahmedabad,Bengaluru,Air,General Goods,Belly Cargo (Domestic),1298.9,5,6494.5,92703.37,6.76,10261.29,73245.06,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Bengaluru,Road,General Goods,12-16t,1608.2,10,16081.6,45584.06,39.9,804.08,5739.52,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Bengaluru,Rail,General Goods,Freight Rake,1802,10,18020,23108.37,41.49,191.01,1363.44,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahmedabad Bangalore Express)
Ahmedabad,Bengaluru,Air,General Goods,Belly Cargo (Domestic),1298.9,10,12989.0,171700.14,6.47,20522.57,146490.12,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Bengaluru,Road,General Goods,25-40t,1608.2,20,32163.2,58677.93,44.16,1286.53,9183.23,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Bengaluru,Rail,General Goods,Freight Rake,1802,20,36040,51992.23,42.51,382.02,2726.89,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahmedabad Bangalore Express)
Ahmedabad,Bengaluru,Air,General Goods,Belly Cargo (Domestic),1298.9,20,25977.9,372855.66,6.57,41045.14,292980.23,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Bengaluru,Road,General Goods,>40t,1608.2,50,80407.9,160674.96,44.32,3216.32,22958.07,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Bengaluru,Rail,General Goods,Freight Rake,1802,50,90100,131193.64,41.53,955.06,6817.22,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahmedabad Bangalore Express)
Ahmedabad,Bengaluru,Air,General Goods,Belly Cargo (Domestic),1298.9,50,64944.8,961200.15,6.48,102612.86,732450.58,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Bengaluru,Road,Automobile Parts,12-16t,1608.2,5,8040.8,43025.21,38.89,402.04,2869.76,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Bengaluru,Rail,Automobile Parts,Freight Rake,1802,5,9010,22233.08,41.87,95.51,681.72,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahmedabad Bangalore Express)
Ahmedabad,Bengaluru,Air,Automobile Parts,Belly Cargo (Domestic),1298.9,5,6494.5,167406.73,6.9,10261.29,73245.06,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Bengaluru,Road,Automobile Parts,12-16t,1608.2,10,16081.6,84027.29,42.57,804.08,5739.52,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Bengaluru,Rail,Automobile Parts,Freight Rake,1802,10,18020,47582.17,42.53,191.01,1363.44,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahmedabad Bangalore Express)
Ahmedabad,Bengaluru,Air,Automobile Parts,Belly Cargo (Domestic),1298.9,10,12989.0,340795.93,7.0,20522.57,146490.12,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Bengaluru,Road,Automobile Parts,25-40t,1608.2,20,32163.2,120432.23,38.79,1286.53,9183.23,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Bengaluru,Rail,Automobile Parts,Freight Rake,1802,20,36040,86992.96,39.62,382.02,2726.89,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahmedabad Bangalore Express)
Ahmedabad,Bengaluru,Air,Automobile Parts,Belly Cargo (Domestic),1298.9,20,25977.9,692944.55,6.96,41045.14,292980.23,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Bengaluru,Road,Automobile Parts,>40t,1608.2,50,80407.9,318336.31,38.52,3216.32,22958.07,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Bengaluru,Rail,Automobile Parts,Freight Rake,1802,50,90100,234964.37,39.57,955.06,6817.22,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahmedabad Bangalore Express)
Ahmedabad,Bengaluru,Air,Automobile Parts,Belly Cargo (Domestic),1298.9,50,64944.8,1605045.82,6.76,102612.86,732450.58,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,Coal,12-16t,1143.3,5,5716.7,10360.52,31.35,285.84,2040.3,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,Coal,Freight Rake,1011.4,5,5057.1,3946.85,29.22,53.61,382.64,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,Coal,Belly Cargo (Domestic),923.5,5,4617.4,40796.02,6.2,7295.44,52074.83,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,Coal,12-16t,1143.3,10,11433.5,20219.44,31.33,571.67,4080.61,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,Coal,Freight Rake,1011.4,10,10114.2,8086.19,29.78,107.21,765.27,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,Coal,Belly Cargo (Domestic),923.5,10,9234.7,70519.48,6.48,14590.88,104149.67,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,Coal,25-40t,1143.3,20,22867.0,30176.1,27.77,914.68,6528.97,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,Coal,Freight Rake,1011.4,20,20228.5,17944.64,28.42,214.42,1530.54,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,Coal,Belly Cargo (Domestic),923.5,20,18469.5,148137.53,6.23,29181.75,208299.33,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,Coal,>40t,1143.3,50,57167.4,64977.04,31.55,2286.7,16322.43,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,Coal,Freight Rake,1011.4,50,50571.1,41887.31,29.26,536.05,3826.35,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,Coal,Belly Cargo (Domestic),923.5,50,46173.7,381125.44,6.18,72954.38,520748.34,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,Cement,12-16t,1143.3,5,5716.7,9784.14,28.46,285.84,2040.3,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,Cement,Freight Rake,1011.4,5,5057.1,4128.18,28.47,53.61,382.64,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,Cement,Belly Cargo (Domestic),923.5,5,4617.4,35612.75,6.51,7295.44,52074.83,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,Cement,12-16t,1143.3,10,11433.5,20012.18,31.19,571.67,4080.61,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,Cement,Freight Rake,1011.4,10,10114.2,8785.67,28.11,107.21,765.27,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,Cement,Belly Cargo (Domestic),923.5,10,9234.7,76109.36,6.2,14590.88,104149.67,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,Cement,25-40t,1143.3,20,22867.0,25867.49,27.91,914.68,6528.97,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,Cement,Freight Rake,1011.4,20,20228.5,15848.16,29.71,214.42,1530.54,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,Cement,Belly Cargo (Domestic),923.5,20,18469.5,157336.52,6.09,29181.75,208299.33,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,Cement,>40t,1143.3,50,57167.4,63725.5,28.78,2286.7,16322.43,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,Cement,Freight Rake,1011.4,50,50571.1,40405.24,29.43,536.05,3826.35,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,Cement,Belly Cargo (Domestic),923.5,50,46173.7,387158.18,6.27,72954.38,520748.34,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,Containerized Goods,12-16t,1143.3,5,5716.7,22378.27,28.44,285.84,2040.3,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,Containerized Goods,Freight Rake,1011.4,5,5057.1,9285.33,29.8,53.61,382.64,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,Containerized Goods,Belly Cargo (Domestic),923.5,5,4617.4,85353.94,6.15,7295.44,52074.83,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,Containerized Goods,12-16t,1143.3,10,11433.5,40297.05,30.98,571.67,4080.61,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,Containerized Goods,Freight Rake,1011.4,10,10114.2,16727.25,29.1,107.21,765.27,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,Containerized Goods,Belly Cargo (Domestic),923.5,10,9234.7,165615.62,6.46,14590.88,104149.67,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,Containerized Goods,25-40t,1143.3,20,22867.0,59217.21,30.25,914.68,6528.97,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,Containerized Goods,Freight Rake,1011.4,20,20228.5,32829.79,27.15,214.42,1530.54,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,Containerized Goods,Belly Cargo (Domestic),923.5,20,18469.5,355028.25,6.48,29181.75,208299.33,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,Containerized Goods,>40t,1143.3,50,57167.4,151744.84,30.83,2286.7,16322.43,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,Containerized Goods,Freight Rake,1011.4,50,50571.1,87071.51,29.45,536.05,3826.35,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,Containerized Goods,Belly Cargo (Domestic),923.5,50,46173.7,785434.63,6.31,72954.38,520748.34,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,General Goods,12-16t,1143.3,5,5716.7,15157.22,29.61,285.84,2040.3,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,General Goods,Freight Rake,1011.4,5,5057.1,6738.14,28.81,53.61,382.64,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,General Goods,Belly Cargo (Domestic),923.5,5,4617.4,66799.03,6.24,7295.44,52074.83,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,General Goods,12-16t,1143.3,10,11433.5,33501.5,29.53,571.67,4080.61,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,General Goods,Freight Rake,1011.4,10,10114.2,12669.48,28.62,107.21,765.27,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,General Goods,Belly Cargo (Domestic),923.5,10,9234.7,116664.05,6.18,14590.88,104149.67,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,General Goods,25-40t,1143.3,20,22867.0,43673.51,31.84,914.68,6528.97,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,General Goods,Freight Rake,1011.4,20,20228.5,25385.3,29.37,214.42,1530.54,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,General Goods,Belly Cargo (Domestic),923.5,20,18469.5,267572.5,6.38,29181.75,208299.33,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,General Goods,>40t,1143.3,50,57167.4,123705.03,27.72,2286.7,16322.43,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,General Goods,Freight Rake,1011.4,50,50571.1,64334.48,27.48,536.05,3826.35,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,General Goods,Belly Cargo (Domestic),923.5,50,46173.7,606602.23,6.17,72954.38,520748.34,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,Automobile Parts,12-16t,1143.3,5,5716.7,33071.42,28.48,285.84,2040.3,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,Automobile Parts,Freight Rake,1011.4,5,5057.1,12520.57,28.11,53.61,382.64,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,Automobile Parts,Belly Cargo (Domestic),923.5,5,4617.4,117405.56,6.2,7295.44,52074.83,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,Automobile Parts,12-16t,1143.3,10,11433.5,68320.78,28.29,571.67,4080.61,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,Automobile Parts,Freight Rake,1011.4,10,10114.2,26210.9,29.47,107.21,765.27,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,Automobile Parts,Belly Cargo (Domestic),923.5,10,9234.7,246666.89,6.42,14590.88,104149.67,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,Automobile Parts,25-40t,1143.3,20,22867.0,89048.43,27.66,914.68,6528.97,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,Automobile Parts,Freight Rake,1011.4,20,20228.5,49938.61,28.63,214.42,1530.54,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,Automobile Parts,Belly Cargo (Domestic),923.5,20,18469.5,436127.4,5.79,29181.75,208299.33,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Ahmedabad,Hyderabad,Road,Automobile Parts,>40t,1143.3,50,57167.4,197724.39,29.58,2286.7,16322.43,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Ahmedabad,Hyderabad,Rail,Automobile Parts,Freight Rake,1011.4,50,50571.1,125959.59,29.29,536.05,3826.35,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Ahmedabad,Hyderabad,Air,Automobile Parts,Belly Cargo (Domestic),923.5,50,46173.7,1212304.19,6.42,72954.38,520748.34,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Chennai,Bengaluru,Road,Coal,12-16t,377.2,5,1886.1,2272.04,10.48,94.31,673.16,0.05,2.17,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Chennai,Bengaluru,Rail,Coal,Freight Rake,358,5,1790,1362.76,11.65,18.97,135.44,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: CHENNAI CENTRAL - BANGALORE Lalbagh Exp)
Chennai,Bengaluru,Air,Coal,Belly Cargo (Domestic),304.7,5,1523.4,13830.31,5.63,2406.98,17181.0,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Chennai,Bengaluru,Road,Coal,12-16t,377.2,10,3772.2,4919.97,9.67,188.61,1346.31,0.05,2.17,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Chennai,Bengaluru,Rail,Coal,Freight Rake,358,10,3580,2740.48,12.51,37.95,270.87,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: CHENNAI CENTRAL - BANGALORE Lalbagh Exp)
Chennai,Bengaluru,Air,Coal,Belly Cargo (Domestic),304.7,10,3046.8,27821.35,5.42,4813.95,34362.0,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Chennai,Bengaluru,Road,Coal,25-40t,377.2,20,7544.5,6692.48,11.15,301.78,2154.1,0.04,1.62,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Chennai,Bengaluru,Rail,Coal,Freight Rake,358,20,7160,5706.93,12.55,75.9,541.75,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: CHENNAI CENTRAL - BANGALORE Lalbagh Exp)
Chennai,Bengaluru,Air,Coal,Belly Cargo (Domestic),304.7,20,6093.6,52424.54,5.54,9627.91,68724.01,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Chennai,Bengaluru,Road,Coal,>40t,377.2,50,18861.2,19240.42,10.26,754.45,5385.24,0.04,1.62,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Chennai,Bengaluru,Rail,Coal,Freight Rake,358,50,17900,13708.48,11.59,189.74,1354.36,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: CHENNAI CENTRAL - BANGALORE Lalbagh Exp)
Chennai,Bengaluru,Air,Coal,Belly Cargo (Domestic),304.7,50,15234.0,122132.55,5.6,24069.77,171810.01,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Chennai,Bengaluru,Road,Cement,12-16t,377.2,5,1886.1,2397.28,11.09,94.31,673.16,0.05,2.17,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Chennai,Bengaluru,Rail,Cement,Freight Rake,358,5,1790,1418.95,12.31,18.97,135.44,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: CHENNAI CENTRAL - BANGALORE Lalbagh Exp)
Chennai,Bengaluru,Air,Cement,Belly Cargo (Domestic),304.7,5,1523.4,11855.31,5.7,2406.98,17181.0,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Chennai,Bengaluru,Road,Cement,12-16t,377.2,10,3772.2,5123.09,10.43,188.61,1346.31,0.05,2.17,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Chennai,Bengaluru,Rail,Cement,Freight Rake,358,10,3580,3137.74,11.46,37.95,270.87,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: CHENNAI CENTRAL - BANGALORE Lalbagh Exp)
Chennai,Bengaluru,Air,Cement,Belly Cargo (Domestic),304.7,10,3046.8,25229.03,5.6,4813.95,34362.0,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Chennai,Bengaluru,Road,Cement,25-40t,377.2,20,7544.5,7087.6,10.88,301.78,2154.1,0.04,1.62,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Chennai,Bengaluru,Rail,Cement,Freight Rake,358,20,7160,6257.32,11.88,75.9,541.75,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: CHENNAI CENTRAL - BANGALORE Lalbagh Exp)
Chennai,Bengaluru,Air,Cement,Belly Cargo (Domestic),304.7,20,6093.6,53896.82,5.08,9627.91,68724.01,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Chennai,Bengaluru,Road,Cement,>40t,377.2,50,18861.2,17472.78,11.25,754.45,5385.24,0.04,1.62,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Chennai,Bengaluru,Rail,Cement,Freight Rake,358,50,17900,14560.13,11.83,189.74,1354.36,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: CHENNAI CENTRAL - BANGALORE Lalbagh Exp)
Chennai,Bengaluru,Air,Cement,Belly Cargo (Domestic),304.7,50,15234.0,139024.01,5.34,24069.77,171810.01,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Chennai,Bengaluru,Road,Containerized Goods,12-16t,377.2,5,1886.1,5444.12,10.7,94.31,673.16,0.05,2.17,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Chennai,Bengaluru,Rail,Containerized Goods,Freight Rake,358,5,1790,2918.57,12.14,18.97,135.44,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: CHENNAI CENTRAL - BANGALORE Lalbagh Exp)
Chennai,Bengaluru,Air,Containerized Goods,Belly Cargo (Domestic),304.7,5,1523.4,29017.12,5.52,2406.98,17181.0,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Chennai,Bengaluru,Road,Containerized Goods,12-16t,377.2,10,3772.2,9631.91,9.85,188.61,1346.31,0.05,2.17,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Chennai,Bengaluru,Rail,Containerized Goods,Freight Rake,358,10,3580,6463.27,12.16,37.95,270.87,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: CHENNAI CENTRAL - BANGALORE Lalbagh Exp)
Chennai,Bengaluru,Air,Containerized Goods,Belly Cargo (Domestic),304.7,10,3046.8,57394.54,5.26,4813.95,34362.0,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Chennai,Bengaluru,Road,Containerized Goods,25-40t,377.2,20,7544.5,14458.22,9.6,301.78,2154.1,0.04,1.62,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Chennai,Bengaluru,Rail,Containerized Goods,Freight Rake,358,20,7160,12119.52,11.83,75.9,541.75,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: CHENNAI CENTRAL - BANGALORE Lalbagh Exp)
Chennai,Bengaluru,Air,Containerized Goods,Belly Cargo (Domestic),304.7,20,6093.6,104494.88,5.14,9627.91,68724.01,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Chennai,Bengaluru,Road,Containerized Goods,>40t,377.2,50,18861.2,36779.87,10.35,754.45,5385.24,0.04,1.62,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Chennai,Bengaluru,Rail,Containerized Goods,Freight Rake,358,50,17900,31531.46,11.89,189.74,1354.36,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: CHENNAI CENTRAL - BANGALORE Lalbagh Exp)
Chennai,Bengaluru,Air,Containerized Goods,Belly Cargo (Domestic),304.7,50,15234.0,247900.6,5.29,24069.77,171810.01,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Chennai,Bengaluru,Road,General Goods,12-16t,377.2,5,1886.1,3759.77,10.59,94.31,673.16,0.05,2.17,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Chennai,Bengaluru,Rail,General Goods,Freight Rake,358,5,1790,2366.01,11.86,18.97,135.44,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: CHENNAI CENTRAL - BANGALORE Lalbagh Exp)
Chennai,Bengaluru,Air,General Goods,Belly Cargo (Domestic),304.7,5,1523.4,20439.76,5.31,2406.98,17181.0,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Chennai,Bengaluru,Road,General Goods,12-16t,377.2,10,3772.2,7505.84,11.1,188.61,1346.31,0.05,2.17,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Chennai,Bengaluru,Rail,General Goods,Freight Rake,358,10,3580,5184.46,12.57,37.95,270.87,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: CHENNAI CENTRAL - BANGALORE Lalbagh Exp)
Chennai,Bengaluru,Air,General Goods,Belly Cargo (Domestic),304.7,10,3046.8,43269.19,5.17,4813.95,34362.0,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Chennai,Bengaluru,Road,General Goods,25-40t,377.2,20,7544.5,11930.51,9.83,301.78,2154.1,0.04,1.62,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Chennai,Bengaluru,Rail,General Goods,Freight Rake,358,20,7160,9427.76,11.99,75.9,541.75,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: CHENNAI CENTRAL - BANGALORE Lalbagh Exp)
